title,artist,year,source,lyrics
Cruel Summer,Taylor Swift,2024,human,"(Yeah, yeah, yeah, yeah)
Fever dream high in the quiet of the night
You know that I caught it (Oh yeah, you're right, I want it)
Bad, bad boy, shiny toy with a price
You know that I bought it (Oh yeah, you're right, I want it)



Killing me slow, out the window

I'm always waiting for you to be waiting below

Devils roll the dice, angels roll their eyes

What doesn't kill me makes me want you more



And it's new, the shape of your body

It's blue, the feeling I've got

And it's ooh, whoa oh

It's a cruel summer

It's cool, that's what I tell 'em

No rules, unbreakable heaven

But ooh, whoa oh

It's a cruel summer

With you



Hang your head low in the glow of the vending machine

I'm not buying (Oh yeah, you're right, I want it)

You say that we'll just screw it up in these trying times

We're not trying (Oh yeah, you're right, I want it)



So cut the headlights, summer's a knife

I'm always waiting for you just to cut to the bone

Devils roll the dice, angels roll their eyes

And if I bleed, you'll be the last to know



Oh, it's new, the shape of your body

It's blue, the feeling I've got

And it's ooh, whoa oh

It's a cruel summer

It's cool, that's what I tell 'em

No rules, unbreakable heaven

But ooh, whoa oh

It's a cruel summer

With you



I'm drunk in the back of the car

And I cried like a baby coming home from the bar (Oh)

Said I'm fine, but it wasn't true

I don't wanna keep secrets just to keep you

And I snuck in through the garden gate

Every night that summer just to seal my fate (Oh)

And I screamed for whatever it's worth

""I love you,"" ain't that the worst thing you ever heard?

He looks up, grinning like a devil



And it's new, the shape of your body

It's blue, the feeling I've got

And it's ooh, whoa oh

It's a cruel summer

It's cool, that's what I tell 'em

No rules, unbreakable heaven

But ooh, whoa oh

It's a cruel summer

With you



I'm drunk in the back of the car

And I cried like a baby coming home from the bar (Oh)

Said I'm fine, but it wasn't true

I don't wanna keep secrets just to keep you

And I snuck in through the garden gate

Every night that summer just to seal my fate (Oh)

And I screamed for whatever it's worth

""I love you,"" ain't that the worst thing you ever heard?

(Yeah, yeah, yeah, yeah)"
Greedy,Tate McRae,2024,human,"(Woo)
He said, ""Are you serious? I've tried, but I can't figure out
I've been next to you all night and still don't know what you're about
You keep ta- (Ta-ta-), talkin', but not much comin' out your mouth
Can't you tell that I want you?"" I say, yeah



I would want myself

Baby, please believe me

I'll put you through hell

Just to know me, yeah, yeah

So sure of yourself

Baby, don't get greedy

That shit won't end well

Ooh-ooh, end well



(Uh-uh, uh-uh-uh, uh-uh, woo)



I see you eyein' me down, but you'll never know much past my name

Or how I'm runnin' this room around and that I'm still half your age

Yeah, you're loo- (Loo-loo-), lookin' at me like I'm some sweet escape

Obvious that you want me, but I said



I would want myself

Baby, please believe me

I'll put you through hell

Just to know me, yeah, yeah

So sure of yourself

Baby, don't get greedy

That shit won't end well

Ooh-ooh, end well



He said, ""I'm just curious, is this for real or just an act?

Can't tell if you love or hate me, never met someone like that

Drive me so (So, so) crazy, did you know you got that effect?""

I said, ""Lemme check,"" yeah



I would want myself

Baby, please believe me

I'll put you through hell

Just to know me, yeah, yeah

So sure of yourself

Baby, don't get greedy

That shit won't end well

Ooh-ooh, end well



(I would want myself)

(I would want myself) I would want myself

(I would want myself)

(I would want myself)

(Uh-uh, uh-uh-uh, uh)"
Like That,"Future, Metro Boomin and Kendrick Lamar",2024,human,"Gotta fire my joint up on this bitch
Young Metro, Metro, young Metro, three times
Yeah
Stickin' to the code, all these hoes for the streets
I put it in her nose, it's gon' make her pussy leak

Pussy niggas told, ain't gon' wake up out they sleep

You can't hear that switch, but you can hear them niggas scream

All my hoes do shrooms, nigga, all my hoes do coke

Twenty carat ring, I put my fingers down her throat (Uh, uh, uh)

If I lose a carat, she might choke (Uh, uh, uh)

I know she gon' swallow, she a G.O.A.T. (Uh, uh, uh)

Freeband nigga, bring the racks in

Got the shooters in the corner like the pack in

She think 'cause she exotic bitch, she attractive

That's that shit'll get you put up out the section, brrt

And the motto still the same

Ball like I won a championship game

You know these hoes hungry, they gon' fuck for a name

I put her on the gang, she get fucked for a chain

Got your girl in this bitch, she twirlin' on the dick

I got syrup in this bitch, turn up in this bitch

And we brought the 'Ercs in this bitch, get murked in this bitch

All these pointers on me, baby, you know it's game time

Bring a friend, bitch, we fucked 'em at the same time

I'm a different nigga, no, we not the same kind

You can have that lil'— if she ain't mine (Yeah)



Young dope dealer, sellin' dope, is you like that? (If you like that)

Kickin' doors, kickin' in doors, is you like that? (Yeah)

Young throwed nigga, sellin' lows, is you like that? (Yeah)

All '24, you on go, is you like that? (If you like that)

Niggas from the bottom really like that (If you like that)

Steppin' in Balencis if you like that (If you like that)

Pop another bottle if you like that (If you like that)



He was once a thug from around the way



These niggas talkin' out of they necks

Don't pull no coffin out of your mouth, I'm way too paranoid for a threat

Ayy-ayy, let's get it, bro

D-O-T, the money, power, respect

The last one is better

Say, it's a lot of goofies with a check

I mean, ah, I hope them sentiments symbolic

Ah, my temperament bipolar, I choose violence

Okay, let's get it up, it's time for him to prove that he's a problem

Niggas clickin' up, but cannot be legit, no 40 Water, tell 'em

Ah, yeah, huh, yeah, get up with me

Fuck sneak dissin', first person shooter, I hope they came with three switches

I crash out, like, ""Fuck rap,"" diss Melle Mel if I had to

Got 2TEEZ with me, I'm snatchin' chains and burnin' tattoos, it's up

Lost too many soldiers not to play it safe

If he walk around with that stick, it ain't Andre 3K

Think I won't drop the location? I still got PTSD

Motherfuck the big three, nigga, it's just big me

Nigga, bum, what? I'm really like that

And your best work is a light pack

Nigga, Prince outlived Mike Jack'

Nigga, bum, 'fore all your dogs gettin' buried

That's a K with all these nines, he gon' see Pet Sematary

Nigga, bum



Young dope dealer, sellin' dope, is you like that? (If you like that, yeah, yeah)

Kickin' doors, kickin' in doors, is you like that? (How?, yeah)

Young throwed nigga, sellin' lows, is you like that? (Holy water, Holy water, yeah)

All '24, you on go, is you like that? (If you like that)

Niggas from the bottom really like that (If you like that)

Steppin' in Balencis if you like that (If you like that)

Pop another bottle if you like that (If you like that)



He was once a thug from around the way



Young dope dealer, sellin' dope, is you like that?

Kickin' doors, kickin' in doors, is you like that?

Young throwed nigga, sellin' lows, is you like that?

All '24, you on go, is you like that? (If you like that)

Niggas from the bottom really like that (If you like that)

Steppin' in Balencis if you like that (If you like that)

Pop another bottle if you like that (If you like that)



He was once a thug, he was, he was—



Came in banging dope niggas was young, slangin' powder

Walk in the strip club, make it rain for three hours

Locked in and now I got my Phantom and my driver

Perc'd out, took chances in my hood like Nevada

Surfed out outside, white interior, lasagna

Hundred thousands, I just cashed out on designer

Gotta devour, nigga, I learned that in the jungle

Once I sell this load, that's a million in a week"
Birds of a Feather,Billie Eilish,2024,human,"I want you to stay
'Til I'm in the grave
'Til I ride away, dead and buried
'Til I'm in the casket you carried
If you go, I'm going too, oh
'Cause it was always you, oh

And if I'm turning blue, please don't save me

Nothing left to lose without my baby



Birds of a feather, we should stick together

I know I said I'd never think I wasn't better alone

Can't change the weather, might not be forever

But if it's forever, it's even better



And I don't know what I'm crying for

I don't think I could love you more

It might not be long, but, baby, I



I'll love you 'til the day that I die

'Til the day that I die

'Til the light leaves my eyes

'Til the day that I die



I want you to see, oh

All you mean to me, oh

You wouldn't believe if I told ya

Who we would become, laments I wrote ya

But you're so full of shit, oh

Tell me it's a bit, oh

Say you don't see it, your mind's all brooding

Say you wanna quit, don't be stupid



And I don't know what I'm crying for

I don't think I could love you more

Might not be long, but, baby, but I

Don't wanna say goodbye



(Birds of a feather, we should stick together)

'Til the day that I die

(I know I said I'd never think I wasn't better alone)

'Til the light leaves my eyes

(Can't change the weather, might not be forever)

'Til the day that I die

But if it's forever, it's even better



How do you do nothing?

You had the same look in your eyes

I love you, don't act so surprised"
Please Please Please,Sabrina Carpenter,2024,human,"I know I have good judgment, I know I have good taste
It's funny and it's ironic that only I feel that way
I promise 'em that you're different and everyone makes mistakes
But just don't
I heard that you're an actor, so act like a stand-up guy
Whatever devil's inside you, don't let him out tonight

I tell them it's just your culture and everyone rolls their eyes

Yeah, I know

All I'm asking, baby



Please, please, please

Don't prove I'm right

And please, pleasе, please

Don't bring me to tеars when I just did my makeup so nice

Heartbreak is one thing, my ego's another

I beg you, don't embarrass me, motherfucker, oh

Please, please, please (Ah)



Well, I have a fun idea, babe (Uh-huh), maybe just stay inside

I know you're cravin' some fresh air, but the ceiling fan is so nice (It's so nice, right?)

And we could live so happily if no one knows that you're with me

I'm just kidding, but really (Kinda), really, really



Please, please, please (Please don't prove I'm right)

Don't prove I'm right

And please, please, please

Don't bring me to tears when I just did my makeup so nice

Heartbreak is one thing (Heartbreak is one thing), my ego's another (Ego's another)

I beg you, don't embarrass me, motherfucker, oh

Please, please, please (Ah)



If you wanna go and be stupid

Don't do it in front of me

If you don't wanna cry to my music

Don't make me hate you prolifically

Please, please, please (Please)

Please, please, please (Please)

Please (Please), please (Please), please

(Ah)"
Agora Hills,Doja Cat,2024,human,"Ooh
Yeah, yeah
Yeah, yeah
Kissin' and hope they caught us (Ah)
Whether they like or not (Not)

I wanna show you off (Off), I wanna show you off (Off)

I wanna brag about it (Yeah)

I wanna tie the knot (Knot)

I wanna show you off (Off), I wanna show you off (Off)

I wanna show you (Off)

Yeah, yeah

I wanna show you off (Off), I wanna show you off (Off)

I wanna show you (Yeah)

Yeah

I wanna show you off (Off), I wanna show you off (Off)

I wanna show you



Hold my hand

You can hit while they watch, boy



So, nine-thirty?

I'll see you there

No, you hang up

You hang up



Something different about you

Love it when you hit and smack too

Baby, let me lick on your tattoos

That's true that I like PDA

Take you to a secret place

Suck a little dick in the bathroom

Who that man with the big strong hands?

And her ass in the club with the pass with me, that's you

Front sеat, chillin' with the windows down

It be ten toеs down on the dash gettin' fast food

Hope you can handle the heat, put your names on the street

Get used to my fans lookin' at you

Fuck what they heard, I don't fuck with them birds

I'm a mean kitty, don't get stabbed with the rats too

Boys be mad that I don't fuck incels

Girls hate too, guns to the pigtail

I love you, I wanna bitch, yeah, boy, don't trip

I'll split the big bill



Take you 'round the world, they don't have to understand

Rub it in their face, put a rock on her hand

Baby, can you call me back? I miss you

It's so lonely in my mansion



Kissin' and hope they caught us (Ah)

Whether they like or not (Not)

I wanna show you off (Off), I wanna show you off

I wanna brag about it (Yeah)

I wanna tie the knot (Knot)

I wanna show you off (Off), I wanna show you off (Off)

I wanna show you (Off)

Yeah, yeah (Off)

I wanna show you off (Off), I wanna show you off (Off)

I wanna show you (Yeah)

Yeah, yeah (Off)

I wanna show you off (Off), I wanna show you off (Off)

I wanna show you



Hold my hand

You can hit while they watch, boy



Sorry

I was taking a sip of my Everclear



'Cause love is pain but I need this shit (Yeah)

We fuck too good when the beat kicks in

Like Fortnite, I'ma need your skin (Yeah)

Don't give a fuck what that penis been (Uh)

Boy, you're the one, you're the only man

Me and you are my only fans

Holy cow, you're the holy trend

Hold me down, wanna hold me dead

Be my security, it's your therapy

With you I ain't holdin' shit back

When I need my space, you give that

When he broke my heart, you fixed that

With a long walk on the beach

Love it when they honk honk on the street (Bling)

When they see us, assume by energy (Yeah)

We a whole damn joint, we are energy

Baby, we can just ride on our enemies

They all wanna know how you got to me

Let 'em feel how they feel and be feelin' seen

'Cause this is how I love, the epitome, said



Baby, you are literally cappin' to me

Like, why are you cappin'

You just capped so hard I don't know what to do



Kissin' and hope they caught us (Ah)

Whether they like or not (Not)

I wanna show you off (Off), I wanna show you off

I wanna brag about it (Yeah)

I wanna tie the knot (Knot)

I wanna show you off (Off), I wanna show you off (Off)

I wanna show you (Off)

Yeah, yeah (Off)

I wanna show you off (Off), I wanna show you off (Off)

I wanna show you (Yeah)

Yeah, yeah (Off)

I wanna show you off (Off), I wanna show you off (Off)

I wanna show you



Hold my hand

You can hit while they watch, boy"
"Good Luck, Babe!",Chappell Roan,2024,human,"It's fine, it's cool
You can say that we are nothing but you know the truth
And guess I'm the fool
With her arms out like an angel through the car sunroof
I don't wanna call it off

But you don't wanna call it love

You only wanna be the one that I call baby



You can kiss a hundred boys in bars

Shoot another shot, try to stop the feeling

You can say it's just the way you are

Make a new excuse, another stupid reason

Good luck babe (Well, good luck)

Well, good luck babe (Well, good luck)

You'd have to stop the world just to stop the feeling

Good luck babe (Well, good luck)

Well, good luck babe (Well, good luck)

You'd have to stop the world just to stop the feeling



You can say, ""Who cares?""

It's a sexually explicit kind of love affair

And I cried, it's not fair

I just need a little lovin', I just need a little head



Think I'm gonna call it off

Even if you call it love

I just wanna love someone who calls me baby



You can kiss a hundred boys in bars

Shoot another shot, try to stop the feeling

You can say it's just the way you are

Make a new excuse, another stupid reason

Good luck babe (Well, good luck)

Well, good luck babe (Well, good luck)

You'd have to stop the world just to stop the feeling

Good luck babe (Well, good luck)

Well, good luck babe (Well, good luck)

You'd have to stop the world just to stop the feeling



When you wake up next to him in the middle of the night

With your head in your hands, you're nothing more than his wife

And when you think about me, all of those years ago

You're standing face to face with ""I told you so""

You know I hate to say it, I told you so

You know I hate to say, but I told you so



You can kiss a hundred boys in bars

Shoot another shot, try to stop the feeling (Well, I told you so)

You can say it's just the way you are

Make a new excuse, another stupid reason

Good luck babe (Well, good luck)

Well, good luck babe (Well, good luck)

You'd have to stop the world just to stop the feeling

Good luck babe (Well, good luck)

Well, good luck babe (Well, good luck)

You'd have to stop the world just to stop the feeling



You'd have to stop the world just to stop the feeling

You'd have to stop the world just to stop the feeling

You'd have to stop the world just to stop the feeling"
Saturn,SZA,2024,human,"If there's another universe
Please make some noise (Noise)
Give me a sign (Sign)
This can't be life
If there's a point to losing love
Repeating pain (Why?)

It's all the same (Same)

I hate this place



Stuck in this paradigm

Don't believe in paradise

This must be what Hell is like

There's got to be more, got to be more

Sick of this head of mine

Intrusive thoughts, they paralyzе

Nirvana's not as advertised

Therе's got to be more, been here before



Ooh (Ooh, ooh)

Life's better on Saturn

Got to break this pattern

Of floating away

Ooh (Ooh, ooh)

Find something worth saving

It's all for the taking

I always say



I'll be better on Saturn

None of this matters

Dreaming of Saturn, oh



If karma's really real

How am I still here?

Just seems so unfair

I could be wrong though

If there's a point to being good

Then where's my reward?

The good die young and poor

I gave it all I could



Stuck in this terradome (Ooh)

All I see is terrible (Ooh)

Making us hysterical (Ooh)

There's got to be more, got to be more

Sick of this head of mine (Ooh)

Intrusive thoughts, they paralyze (Ooh)

Nirvana's not as advertised (Ooh)

There's got to be more, been here before



Ooh (Ooh, ooh)

Life's better on Saturn

Got to break this pattern

Of floating away

Ooh (Ooh, ooh)

Find something worth saving

It's all for the taking

I always say



I'll be better on Saturn

None of this matters

Dreaming of Saturn, oh



(Ooh, ooh, ooh)

(Ooh, ooh, ooh)"
Paint the Town Red,Doja Cat,2024,human,"Walk on by
Walk on by
Walk on by
Walk on by
Yeah, bitch, I said what I said

I'd rather be famous instead

I let all that get to my head

I don’t care, I paint the town red

Bitch, I said what I said

I'd rather be famous instead

I let all that get to my head

I don't care, I paint the town red



Mm, she the devil

She a bad lil’ bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle

Mm, she the devil

She a bad lil' bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle



Yeah, yeah

Said, my happiness is all of your misery

I put good dick all in my kidneys

This Margiela don't come with no jealousy

My illness don't come with no remedy

I am so much fun without Hennessy

They just want my love and my energy

You can't talk no shit without penalties

Bitch, I'm in your shit if you send for me

I’m goin’ to glow up one more time

Trust me, I have magical foresight

You gon' see me sleepin’ in courtside

You gon' see me eatin' ten more times

Ugh, you can't take that bitch nowhere

Ugh, I look better with no hair

Ugh, ain’t no sign, I can smoke here

Ugh, give me the chance and I'll go there (Yeah, yeah)



Yeah, bitch, I said what I said

I'd rather be famous instead

I let all that get to my head

I don't care, I paint the town red

Bitch, I said what I said

I'd rather be famous instead

I let all that get to my head

I don't care, I paint the town red



Mm, she the devil

She a bad lil' bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle

Mm, she the devil

She a bad lil' bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle



Yeah, yeah

Said pop make money, now you try, bitch

You could use a revamp with a new vibe, sis

I don't need a big feature or a new sidekick

I don't need a new fan 'cause my boo like it

I don't need to wear a wig to make you like it

I'm a two-time bitch, you ain't knew I'd win?

Throw a shot, like you tryna have a food fight, then

All my opps waitin' for me to be you, I bet

Said, I got drive, I don't need a car

Money really all that we feenin' for

I'm doin' things they ain't seen before

Fans ain't dumb but extremists are

I'm a demon, Lord

Fall off what? I ain't seen a horse

Called your bluff, better cite the source

Fame ain't somethin' that I need no more



'Cause, bitch, I said what I said

I'd rather be famous instead

I let all that get to my head

I don't care, I paint the town red

Bitch, I said what I said

I'd rather be famous instead

I let all that get to my head

I don't care, I paint the town red



Mm, she the devil

She a bad lil' bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle

Mm, she the devil

She a bad lil' bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle



Walk on by

Walk on by

Walk on by

Walk on by"
Fortnight,Taylor Swift featuring Post Malone,2024,human,"I was supposed to be sent away, 
But they forgot to come and get me
I was a functioning alcoholic
'Til nobody noticed my new aesthetic
All of this to say, I hope you're okay
But you're the reason

And no one here's to blame

But what about your quiet treason?



And for a fortnight there, we were forever

Run into you sometimes, ask about the weather

Now you're in my backyard, turned into good neighbors

Your wife waters flowers, I wanna kill her



All my mornings are Mondays stuck in an endless February

I took the miracle move-on drug, the effects were temporary

And I love you, it's ruining my life

I love you, it's ruining my life

I touched you for only a fortnight

I touched you, but I touched you



And for a fortnight there, we were forever

Run into you sometimes, ask about the weather

Now you're in my backyard, turned into good neighbors

Your wife waters flowers, I wanna kill her

And for a fortnight there, we were together

Run into you sometimes, comment on my sweater

Now you're at the mailbox, turned into good neighbors

My husband is cheating, I wanna kill him



I love you, it's ruining my life

I love you, it's ruining my life

I touched you for only a fortnight

I touched you, I touched you

I love you, it's ruining my life

I love you, it's ruining my life

I touched you for only a fortnight

I touched you, I touched you



Thought of callin' ya, but you won't pick up

Another fortnight lost in America

Move to Florida, buy the car you want

But it won't start up till you touch, touch, touch me

Thought of calling ya, but you won't pick up

Another fortnight lost in America

Move to Florida, buy the car you want

But it won't start up till I touch, touch, touch you"
